neighbourhood,host_since,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,log_price,location_cluster
Ocean View,2023-02-20,1,1,Entire home,Entire home/apt,4,2,146.0,4.990432586778736,4
South of Market,2021-05-28,1,1,Entire condo,Entire home/apt,3,2,195.0,5.278114659230517,0
Haight Ashbury,2014-08-11,4,1,Private room in home,Private room,5,3,475.0,6.16541785423142,1
South of Market,2021-07-29,32,1,Entire serviced apartment,Entire home/apt,2,1,258.0,5.556828061699537,0
Downtown/Civic Center,2021-07-29,32,1,Entire serviced apartment,Entire home/apt,2,1,187.0,5.236441962829949,0
Visitacion Valley,2013-06-19,1,1,Entire home,Entire home/apt,4,2,132.0,4.890349128221754,3
Outer Mission,2017-04-03,1,1,Entire rental unit,Entire home/apt,6,3,200.0,5.303304908059076,4
Western Addition,2023-02-20,6,1,Room in hotel,Private room,2,1,153.0,5.0369526024136295,0
Russian Hill,2020-11-08,2,1,Entire rental unit,Entire home/apt,5,3,230.0,5.442417710521793,0
Nob Hill,2022-11-07,29,1,Room in hotel,Private room,2,1,99.0,4.605170185988092,0
Mission,2020-10-06,3,1,Private room in home,Private room,3,2,61.0,4.127134385045092,3
Mission,2011-10-06,28,1,Entire rental unit,Entire home/apt,4,2,247.0,5.5134287461649825,1
South of Market,2019-09-08,1,1,Entire rental unit,Entire home/apt,3,1,239.0,5.480638923341991,0
Parkside,2015-08-22,1,0,Entire home,Entire home/apt,6,4,285.0,5.655991810819852,2
Western Addition,2023-02-20,6,1,Room in hotel,Private room,2,1,129.0,4.867534450455582,0
Mission,2014-09-20,1,1,Entire rental unit,Entire home/apt,2,1,125.0,4.836281906951478,1
South of Market,2015-09-06,4,1,Room in hotel,Private room,2,1,63.0,4.1588830833596715,0
Inner Richmond,2013-07-17,1,1,Entire rental unit,Entire home/apt,3,1,211.0,5.356586274672012,1
Outer Mission,2023-02-25,1,1,Entire home,Entire home/apt,7,5,187.0,5.236441962829949,4
Potrero Hill,2013-03-28,2,1,Entire rental unit,Entire home/apt,2,1,275.0,5.62040086571715,3
Outer Richmond,2012-07-01,2,1,Entire guest suite,Entire home/apt,2,1,150.0,5.017279836814924,2
Chinatown,2014-06-21,1,0,Entire rental unit,Entire home/apt,8,4,450.0,6.111467339502679,0
South of Market,2013-01-10,3,1,Entire rental unit,Entire home/apt,1,1,151.0,5.0238805208462765,0
Chinatown,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,264.0,5.579729825986222,0
Parkside,2022-03-25,2,1,Entire home,Entire home/apt,8,5,306.0,5.726847747587197,2
Chinatown,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624,0
Chinatown,2022-09-08,2,1,Room in hotel,Private room,4,2,201.0,5.308267697401205,0
Nob Hill,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624,0
Downtown/Civic Center,2023-03-01,1,1,Entire rental unit,Entire home/apt,2,1,137.0,4.927253685157205,0
Nob Hill,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624,0
Chinatown,2023-01-13,14,0,Entire rental unit,Entire home/apt,2,1,214.0,5.3706380281276624,0
Outer Sunset,2017-07-20,2,0,Private room in home,Private room,2,1,139.0,4.941642422609304,2
Nob Hill,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,246.0,5.5093883366279774,0
Downtown/Civic Center,2015-04-29,1,1,Room in hotel,Private room,4,1,70.0,4.2626798770413155,0
Ocean View,2023-03-02,1,1,Entire home,Entire home/apt,5,3,199.0,5.298317366548036,4
Noe Valley,2017-05-14,3,1,Entire home,Entire home/apt,6,3,258.0,5.556828061699537,4
South of Market,2015-09-06,4,1,Room in hotel,Private room,2,1,63.0,4.1588830833596715,0
Outer Sunset,2017-04-19,8,1,Entire condo,Entire home/apt,3,2,176.0,5.176149732573829,2
Crocker Amazon,2023-03-03,1,1,Private room in home,Private room,6,3,185.0,5.225746673713202,4
Western Addition,2023-02-20,6,1,Room in hotel,Private room,2,1,129.0,4.867534450455582,0
Visitacion Valley,2013-10-02,6,1,Private room in home,Private room,2,1,77.0,4.356708826689592,3
Western Addition,2023-02-20,6,1,Room in hotel,Private room,2,1,129.0,4.867534450455582,0
Outer Sunset,2017-08-27,2,1,Private room in rental unit,Private room,2,4,136.0,4.919980925828125,2
Bernal Heights,2022-12-20,8,1,Private room in rental unit,Private room,2,1,91.0,4.5217885770490405,3
Bayview,2023-03-05,5,1,Private room in home,Private room,4,2,61.0,4.127134385045092,3
Bayview,2023-03-05,5,1,Private room in home,Private room,2,1,59.0,4.0943445622221,3
Bayview,2023-03-05,5,1,Private room in home,Private room,2,1,53.0,3.9889840465642745,3
Bayview,2017-02-13,3,1,Entire home,Entire home/apt,3,3,145.0,4.983606621708336,3
Mission,2011-08-18,16,1,Entire rental unit,Entire home/apt,4,2,195.0,5.278114659230517,3
Twin Peaks,2016-05-31,1,1,Entire guest suite,Entire home/apt,2,1,190.0,5.25227342804663,1
West of Twin Peaks,2012-01-29,1,1,Entire home,Entire home/apt,6,4,399.0,5.991464547107982,2
West of Twin Peaks,2009-11-24,1,1,Entire home,Entire home/apt,6,4,269.0,5.598421958998375,4
Mission,2016-12-09,2,1,Entire rental unit,Entire home/apt,6,3,599.0,6.396929655216146,3
South of Market,2015-10-28,1,1,Entire rental unit,Entire home/apt,3,2,145.0,4.983606621708336,0
Marina,2012-06-11,3,1,Entire home,Entire home/apt,8,4,879.0,6.779921907472252,0
Visitacion Valley,2017-06-20,1,1,Private room in home,Private room,1,1,52.0,3.970291913552122,3
Bernal Heights,2020-02-19,1,1,Entire rental unit,Entire home/apt,2,1,117.0,4.770684624465665,3
Western Addition,2019-03-22,1,0,Private room in rental unit,Private room,2,1,137.0,4.927253685157205,1
Lakeshore,2023-03-06,1,0,Private room in home,Private room,3,2,211.0,5.356586274672012,4
Western Addition,2019-04-05,3,1,Entire rental unit,Entire home/apt,2,1,95.0,4.564348191467836,1
Outer Sunset,2017-06-09,1,1,Entire rental unit,Entire home/apt,1,1,130.0,4.875197323201151,2
Downtown/Civic Center,2023-01-21,2,1,Entire rental unit,Entire home/apt,3,1,233.0,5.455321115357702,0
Western Addition,2019-02-16,1,0,Entire condo,Entire home/apt,2,1,175.0,5.170483995038151,1
Bernal Heights,2022-12-20,8,1,Entire rental unit,Entire home/apt,8,5,456.0,6.124683390894205,3
West of Twin Peaks,2014-12-13,1,1,Entire rental unit,Entire home/apt,2,1,119.0,4.787491742782046,4
Chinatown,2022-09-08,2,1,Entire rental unit,Entire home/apt,2,1,162.0,5.093750200806762,0
Outer Sunset,2012-04-23,1,1,Entire home,Entire home/apt,2,1,140.0,4.948759890378168,2
Bayview,2023-03-05,5,1,Private room in home,Private room,2,1,52.0,3.970291913552122,3
Western Addition,2017-05-04,4,1,Private room in rental unit,Private room,2,1,102.0,4.634728988229636,1
Outer Sunset,2023-03-11,1,1,Private room in home,Private room,2,1,72.0,4.290459441148391,2
Mission,2020-11-13,20,1,Private room in rental unit,Private room,1,1,152.0,5.030437921392435,1
Outer Richmond,2023-03-11,6,1,Private room in rental unit,Private room,2,1,60.0,4.110873864173311,2
Russian Hill,2020-03-03,14,1,Entire rental unit,Entire home/apt,4,2,181.0,5.204006687076795,0
Western Addition,2017-05-04,4,1,Private room in rental unit,Private room,2,1,154.0,5.043425116919247,1
Ocean View,2018-02-08,2,1,Private room in home,Private room,2,1,42.0,3.7612001156935624,4
Inner Richmond,2022-06-08,1,0,Private room in bed and breakfast,Private room,4,2,180.0,5.198497031265826,1
Outer Richmond,2015-11-05,2,1,Entire guest suite,Entire home/apt,2,1,188.0,5.241747015059643,2
Marina,2023-03-13,1,1,Entire condo,Entire home/apt,6,3,500.0,6.2166061010848646,0
Mission,2020-02-11,9,1,Private room in rental unit,Private room,1,1,86.0,4.465908118654584,1
Western Addition,2017-05-04,4,1,Private room in condo,Private room,2,1,107.0,4.68213122712422,1
Bernal Heights,2023-01-16,2,1,Private room in home,Private room,2,1,112.0,4.727387818712341,3
Potrero Hill,2012-08-14,1,1,Entire rental unit,Entire home/apt,2,2,197.0,5.288267030694535,3
South of Market,2016-11-15,15,1,Room in boutique hotel,Private room,2,1,104.0,4.653960350157523,0
Inner Richmond,2019-06-27,1,1,Private room in rental unit,Private room,1,1,50.0,3.9318256327243257,1
Pacific Heights,2014-05-21,4,1,Private room in home,Private room,2,1,169.0,5.135798437050262,1
South of Market,2019-06-18,3,1,Room in hotel,Private room,2,1,10000.0,9.210440366976517,0
South of Market,2019-06-18,3,1,Room in hotel,Private room,2,2,10000.0,9.210440366976517,0
South of Market,2019-06-18,3,1,Room in hotel,Private room,2,1,10000.0,9.210440366976517,0
Pacific Heights,2014-05-21,4,1,Private room in home,Private room,2,1,208.0,5.342334251964811,1
Nob Hill,2019-06-11,55,1,Private room in home,Private room,2,1,50.0,3.9318256327243257,0
Excelsior,2021-12-16,1,1,Entire rental unit,Entire home/apt,4,2,135.0,4.912654885736052,3
Inner Sunset,2012-11-20,1,0,Entire rental unit,Entire home/apt,2,1,127.0,4.852030263919617,1
South of Market,2013-01-10,3,1,Entire rental unit,Entire home/apt,1,1,143.0,4.969813299576001,0
South of Market,2016-05-27,1,1,Entire condo,Entire home/apt,2,1,195.0,5.278114659230517,0
Potrero Hill,2023-03-15,2,1,Entire rental unit,Entire home/apt,5,2,170.0,5.14166355650266,3
Pacific Heights,2012-02-19,2,0,Entire home,Entire home/apt,4,2,495.0,6.206575926724928,1
Chinatown,2022-04-01,1,0,Entire rental unit,Entire home/apt,2,1,210.0,5.351858133476067,0
Haight Ashbury,2012-12-11,1,1,Entire rental unit,Entire home/apt,6,3,226.0,5.424950017481403,1
Bayview,2021-10-25,4,1,Entire home,Entire home/apt,8,3,200.0,5.303304908059076,3
Bayview,2021-10-25,4,1,Entire home,Entire home/apt,3,3,105.0,4.663439094112067,3
Nob Hill,2023-02-06,1,1,Entire condo,Entire home/apt,4,2,550.0,6.311734809152915,0
Inner Sunset,2017-03-06,1,1,Entire home,Entire home/apt,6,3,275.0,5.62040086571715,2
Bernal Heights,2012-11-07,2,1,Entire home,Entire home/apt,4,2,299.0,5.703782474656201,3
Parkside,2020-11-18,2,1,Entire rental unit,Entire home/apt,4,2,250.0,5.5254529391317835,2
Inner Sunset,2022-11-20,1,1,Entire home,Entire home/apt,3,2,88.0,4.48863636973214,2
Western Addition,2017-05-10,2,0,Entire rental unit,Entire home/apt,3,2,132.0,4.890349128221754,1
Ocean View,2017-03-24,3,1,Private room in home,Private room,1,1,73.0,4.30406509320417,4
Ocean View,2017-03-24,3,1,Private room in home,Private room,2,1,73.0,4.30406509320417,4
Ocean View,2017-03-24,3,1,Private room in guest suite,Private room,4,1,121.0,4.804021044733257,4
Ocean View,2023-03-17,4,1,Private room in home,Private room,3,2,122.0,4.812184355372417,4
South of Market,2016-04-11,2,1,Entire rental unit,Entire home/apt,2,1,143.0,4.969813299576001,0
Haight Ashbury,2010-09-05,3,1,Private room in condo,Private room,1,1,95.0,4.564348191467836,1
Outer Sunset,2018-05-12,2,1,Private room in home,Private room,1,1,72.0,4.290459441148391,2
Outer Sunset,2018-05-12,2,1,Private room in home,Private room,2,1,66.0,4.204692619390966,2
Nob Hill,2018-04-10,1,1,Entire rental unit,Entire home/apt,2,2,124.0,4.8283137373023015,0
West of Twin Peaks,2015-01-31,1,1,Entire home,Entire home/apt,6,3,425.0,6.054439346269371,4
Ocean View,2023-03-17,4,1,Private room in home,Private room,2,1,92.0,4.532599493153256,4
Castro/Upper Market,2022-09-22,1,1,Entire home,Entire home/apt,10,3,399.0,5.991464547107982,1
Ocean View,2023-03-17,4,1,Private room in home,Private room,1,1,72.0,4.290459441148391,4
Castro/Upper Market,2015-07-10,1,0,Entire home,Entire home/apt,5,3,561.0,6.331501849893691,1
Ocean View,2023-03-17,4,1,Entire home,Entire home/apt,6,4,282.0,5.645446897643238,4
Nob Hill,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,264.0,5.579729825986222,0
Nob Hill,2023-01-13,14,0,Entire rental unit,Entire home/apt,4,2,264.0,5.579729825986222,0
South of Market,2015-10-02,2,1,Entire home,Entire home/apt,8,3,679.0,6.522092798170152,0
Outer Sunset,2019-10-18,22,1,Entire rental unit,Entire home/apt,6,3,220.0,5.3981627015177525,2
Haight Ashbury,2014-08-11,4,1,Entire home,Entire home/apt,11,8,1650.0,7.409136443920128,1
Russian Hill,2018-09-30,7,0,Entire rental unit,Entire home/apt,6,2,1200.0,7.0909098220799835,0
Western Addition,2023-02-20,6,1,Room in hotel,Private room,2,1,129.0,4.867534450455582,0
Outer Richmond,2015-05-22,4,1,Entire rental unit,Entire home/apt,4,3,112.0,4.727387818712341,2
Western Addition,2019-04-29,1,1,Entire home,Entire home/apt,6,4,460.0,6.133398042996649,1
Bayview,2021-10-25,4,1,Entire home,Entire home/apt,5,3,108.0,4.6913478822291435,3
South of Market,2020-06-22,7,1,Room in hotel,Private room,2,1,39.0,3.6888794541139363,0
Mission,2023-02-17,5,1,Shared room in rental unit,Shared room,6,1,450.0,6.111467339502679,1
Outer Richmond,2023-03-11,6,1,Private room in rental unit,Private room,2,1,60.0,4.110873864173311,2
Downtown/Civic Center,2018-10-10,20,1,Room in boutique hotel,Private room,2,2,105.0,4.663439094112067,0
Nob Hill,2018-03-29,7,1,Entire home,Entire home/apt,6,3,261.0,5.568344503761097,0
Mission,2014-04-01,1,1,Entire rental unit,Entire home/apt,1,1,120.0,4.795790545596741,1
Bayview,2018-07-24,1,1,Private room in rental unit,Private room,2,3,53.0,3.9889840465642745,3
South of Market,2018-08-28,2,0,Private room in rental unit,Private room,2,1,100.0,4.61512051684126,0
Outer Richmond,2023-03-11,6,1,Private room in rental unit,Private room,2,1,65.0,4.189654742026425,2
Nob Hill,2018-03-29,7,1,Private room in rental unit,Private room,2,1,80.0,4.394449154672439,0
Nob Hill,2022-11-07,29,1,Room in hotel,Private room,2,1,102.0,4.634728988229636,0
Ocean View,2013-09-27,7,1,Entire condo,Entire home/apt,4,2,106.0,4.672828834461906,4
Nob Hill,2018-03-29,7,1,Private room in rental unit,Private room,2,1,84.0,4.442651256490317,0
Nob Hill,2018-03-29,7,1,Private room in rental unit,Private room,1,1,74.0,4.31748811353631,0
Mission,2012-03-16,1,1,Entire rental unit,Entire home/apt,10,4,450.0,6.111467339502679,1
Pacific Heights,2017-05-11,6,1,Entire rental unit,Entire home/apt,2,1,118.0,4.77912349311153,0
Downtown/Civic Center,2014-04-18,1,0,Entire rental unit,Entire home/apt,2,1,117.0,4.770684624465665,0
Ocean View,2019-08-15,1,1,Entire home,Entire home/apt,2,1,113.0,4.736198448394496,4
Downtown/Civic Center,2023-02-20,8,1,Room in hotel,Private room,2,1,270.0,5.602118820879701,0
Nob Hill,2013-08-14,7,1,Entire rental unit,Entire home/apt,3,2,123.0,4.820281565605037,0
Western Addition,2017-08-30,10,1,Entire condo,Entire home/apt,4,2,188.0,5.241747015059643,1
Visitacion Valley,2015-07-20,2,1,Private room in home,Private room,1,1,70.0,4.2626798770413155,3
Outer Richmond,2011-08-18,16,1,Entire home,Entire home/apt,5,3,150.0,5.017279836814924,2
Bernal Heights,2012-11-07,2,1,Private room in home,Private room,1,1,90.0,4.51085950651685,3
Castro/Upper Market,2015-03-10,1,1,Entire home,Entire home/apt,6,3,330.0,5.802118375377063,1
Downtown/Civic Center,2020-06-22,7,1,Room in aparthotel,Private room,2,1,64.0,4.174387269895637,0
Treasure Island/YBI,2022-12-15,1,0,Entire home,Entire home/apt,4,2,215.0,5.375278407684165,0
Visitacion Valley,2015-07-20,2,1,Private room in home,Private room,1,1,70.0,4.2626798770413155,3
Mission,2012-02-20,2,1,Entire rental unit,Entire home/apt,2,1,128.0,4.859812404361672,1
Haight Ashbury,2022-09-07,4,1,Private room in home,Private room,2,1,98.0,4.59511985013459,1
Downtown/Civic Center,2016-05-06,46,1,Entire serviced apartment,Entire home/apt,2,1,90.0,4.51085950651685,0
Mission,2023-04-03,1,0,Private room in rental unit,Private room,1,1,100.0,4.61512051684126,3
Downtown/Civic Center,2019-06-20,8,1,Room in boutique hotel,Private room,2,1,216.0,5.37989735354046,0
Nob Hill,2019-04-30,1,1,Entire condo,Entire home/apt,7,4,1124.0,7.025538314638521,0
Russian Hill,2012-06-11,3,1,Entire rental unit,Entire home/apt,4,2,142.0,4.962844630259907,0
Downtown/Civic Center,2022-02-03,5,1,Room in hotel,Private room,4,2,349.0,5.857933154483459,0
Nob Hill,2022-03-22,7,1,Entire loft,Entire home/apt,10,5,396.0,5.983936280687191,0
Haight Ashbury,2015-08-09,2,1,Entire rental unit,Entire home/apt,5,2,292.0,5.680172609017068,1
Haight Ashbury,2013-12-20,2,1,Private room in home,Private room,2,1,95.0,4.564348191467836,1
Downtown/Civic Center,2018-10-10,20,1,Room in boutique hotel,Private room,4,4,153.0,5.0369526024136295,0
Castro/Upper Market,2015-10-14,2,1,Entire rental unit,Entire home/apt,4,2,160.0,5.081404364984463,1
Inner Richmond,2016-07-11,1,1,Private room in rental unit,Private room,2,1,97.0,4.584967478670572,1
Ocean View,2017-04-19,8,1,Entire rental unit,Entire home/apt,6,3,204.0,5.3230099791384085,4
Downtown/Civic Center,2023-01-17,1,0,Room in hotel,Private room,2,1,84.0,4.442651256490317,0
Bernal Heights,2022-03-22,7,1,Entire vacation home,Entire home/apt,10,5,396.0,5.983936280687191,3
Downtown/Civic Center,2022-02-03,5,1,Entire rental unit,Entire home/apt,2,1,228.0,5.43372200355424,0
Downtown/Civic Center,2011-08-18,16,1,Entire rental unit,Entire home/apt,2,2,117.0,4.770684624465665,0
Bayview,2010-03-19,3,1,Private room in home,Private room,1,1,93.0,4.543294782270004,3
Castro/Upper Market,2023-04-08,1,1,Entire condo,Entire home/apt,4,2,240.0,5.484796933490655,1
Parkside,2015-11-08,4,1,Private room in home,Private room,2,1,119.0,4.787491742782046,2
Noe Valley,2013-08-07,1,1,Entire rental unit,Entire home/apt,2,1,395.0,5.981414211254481,3
Ocean View,2016-06-24,9,1,Entire guest suite,Entire home/apt,1,1,33.0,3.5263605246161616,4
Outer Sunset,2023-04-10,2,0,Entire home,Entire home/apt,2,1,122.0,4.812184355372417,2
Bernal Heights,2018-10-02,3,1,Private room in rental unit,Private room,3,2,145.0,4.983606621708336,3
Bernal Heights,2018-10-02,3,1,Private room in rental unit,Private room,2,1,99.0,4.605170185988092,3
Downtown/Civic Center,2016-05-06,46,1,Entire serviced apartment,Entire home/apt,2,1,91.0,4.5217885770490405,0
Financial District,2016-05-06,46,1,Entire serviced apartment,Entire home/apt,2,1,91.0,4.5217885770490405,0
Chinatown,2016-05-06,46,1,Entire serviced apartment,Entire home/apt,2,1,91.0,4.5217885770490405,0
South of Market,2014-06-03,1,1,Entire rental unit,Entire home/apt,6,4,642.0,6.466144724237619,0
Outer Richmond,2015-09-28,1,1,Entire home,Entire home/apt,6,4,288.0,5.666426688112432,2
Outer Sunset,2023-04-12,1,1,Entire home,Entire home/apt,4,2,132.0,4.890349128221754,2
South of Market,2023-03-22,1,1,Entire condo,Entire home/apt,6,3,224.0,5.41610040220442,0
South of Market,2022-03-22,11,1,Entire rental unit,Entire home/apt,6,2,295.0,5.69035945432406,0
Western Addition,2017-09-23,1,1,Entire rental unit,Entire home/apt,5,4,364.0,5.8998973535824915,0
Russian Hill,2016-09-01,2,1,Entire rental unit,Entire home/apt,6,3,395.0,5.981414211254481,0
Mission,2023-04-13,1,1,Entire rental unit,Entire home/apt,4,2,189.0,5.247024072160486,1
Russian Hill,2022-03-18,1,1,Entire home,Entire home/apt,6,4,174.0,5.1647859739235145,0
Downtown/Civic Center,2019-06-20,8,1,Room in boutique hotel,Private room,2,1,216.0,5.37989735354046,0
Noe Valley,2015-05-05,2,1,Entire guest suite,Entire home/apt,5,3,219.0,5.393627546352362,3
Bernal Heights,2022-03-21,2,1,Entire home,Entire home/apt,6,4,184.0,5.220355825078324,3
Financial District,2023-04-14,1,1,Entire rental unit,Entire home/apt,5,3,486.0,6.18826412308259,0
Western Addition,2022-11-07,29,1,Room in hotel,Private room,2,1,99.0,4.605170185988092,0
Potrero Hill,2023-03-15,2,1,Entire rental unit,Entire home/apt,5,2,175.0,5.170483995038151,3
Marina,2020-11-13,20,1,Private room in home,Private room,1,1,65.0,4.189654742026425,0
Marina,2020-11-13,20,1,Private room in home,Private room,1,1,64.0,4.174387269895637,0
Mission,2020-11-13,20,1,Private room in rental unit,Private room,1,1,150.0,5.017279836814924,1
Western Addition,2023-04-17,1,1,Entire rental unit,Entire home/apt,2,0,139.0,4.941642422609304,1
Inner Sunset,2016-04-14,1,1,Entire home,Entire home/apt,6,3,272.0,5.60947179518496,2
Outer Mission,2022-02-19,1,0,Entire rental unit,Entire home/apt,4,2,122.0,4.812184355372417,4
Presidio,2015-11-07,1,1,Entire rental unit,Entire home/apt,4,2,220.0,5.3981627015177525,2
Bernal Heights,2018-03-29,7,1,Entire rental unit,Entire home/apt,6,4,398.0,5.988961416889864,3
Potrero Hill,2013-12-16,1,1,Private room in rental unit,Private room,3,1,140.0,4.948759890378168,3
