neighbourhood,host_listings_count,host_identity_verified,property_type,room_type,accommodates,beds,price,host_duration_days,log_price,location_cluster
Presidio Heights,1,0,Entire condo,Entire home/apt,6,3,504.0,3798,6.22455842927536,1
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,2,1,87.0,4000,4.477336814478207,0
Downtown/Civic Center,154,1,Entire rental unit,Entire home/apt,5,2,132.0,4000,4.890349128221754,0
Bernal Heights,1,1,Entire rental unit,Entire home/apt,4,2,14000.0,3128,9.546884034617925,4
Visitacion Valley,2,1,Entire home,Entire home/apt,4,2,155.0,563,5.049856007249537,3
Noe Valley,2,1,Entire home,Entire home/apt,4,2,195.0,3691,5.278114659230517,3
Financial District,28,1,Entire condo,Entire home/apt,4,2,256.0,4438,5.54907608489522,0
South of Market,1,1,Entire rental unit,Entire home/apt,3,1,300.0,3321,5.707110264748875,0
Pacific Heights,1,1,Entire rental unit,Entire home/apt,2,1,270.0,3584,5.602118820879701,0
North Beach,1,1,Entire condo,Entire home/apt,5,2,174.0,2091,5.1647859739235145,0
Mission,2,1,Entire rental unit,Entire home/apt,4,3,142.0,4595,4.962844630259907,1
Outer Richmond,3,1,Entire rental unit,Entire home/apt,3,2,145.0,821,4.983606621708336,2
Parkside,1,1,Entire home,Entire home/apt,6,3,287.0,2569,5.662960480135946,2
Outer Richmond,1,0,Entire rental unit,Entire home/apt,2,1,116.0,551,4.762173934797756,2
Excelsior,14,1,Private room in home,Private room,2,1,65.0,1837,4.189654742026425,3
Financial District,1,0,Entire condo,Entire home/apt,1,1,182.0,3360,5.209486152841421,0
Inner Sunset,1,1,Entire rental unit,Entire home/apt,5,2,182.0,633,5.209486152841421,1
Outer Richmond,3,1,Private room in rental unit,Private room,2,1,80.0,547,4.394449154672439,2
Downtown/Civic Center,2,1,Entire condo,Entire home/apt,3,2,150.0,2612,5.017279836814924,0
Parkside,3,1,Private room in rental unit,Private room,2,1,129.0,4161,4.867534450455582,2
Downtown/Civic Center,1,1,Private room in resort,Private room,4,2,1900.0,2975,7.550135342488429,0
Excelsior,14,1,Private room in home,Private room,2,1,54.0,1837,4.007333185232471,3
Excelsior,14,1,Private room in home,Private room,2,1,72.0,1837,4.290459441148391,3
Downtown/Civic Center,4,1,Entire rental unit,Entire home/apt,4,1,192.0,577,5.262690188904886,0
Haight Ashbury,2,1,Entire home,Entire home/apt,8,5,415.0,3949,6.030685260261263,1
Western Addition,3,1,Entire vacation home,Entire home/apt,2,1,150.0,4321,5.017279836814924,1
Glen Park,1,1,Entire condo,Entire home/apt,2,1,225.0,3259,5.420534999272286,3
Outer Sunset,1,1,Entire guest suite,Entire home/apt,2,1,148.0,863,5.003946305945459,2
Nob Hill,4,1,Entire rental unit,Entire home/apt,4,1,600.0,577,6.398594934535208,0
Mission,1,1,Entire condo,Entire home/apt,5,2,313.0,3540,5.749392985908253,3
Pacific Heights,3,1,Entire rental unit,Entire home/apt,2,1,232.0,650,5.4510384535657,0
Pacific Heights,3,1,Entire rental unit,Entire home/apt,2,1,261.0,650,5.568344503761097,0
Bayview,3,1,Private room in home,Private room,2,2,70.0,547,4.2626798770413155,3
Mission,1,1,Entire condo,Entire home/apt,5,3,300.0,3471,5.707110264748875,3
Outer Sunset,3,0,Entire home,Entire home/apt,8,6,467.0,2199,6.148468295917647,2
Outer Sunset,3,0,Entire home,Entire home/apt,5,3,384.0,2199,5.953243334287785,2
Outer Sunset,3,0,Private room in home,Private room,2,1,99.0,2199,4.605170185988092,2
Western Addition,1,1,Entire rental unit,Entire home/apt,4,2,360.0,2549,5.8888779583328805,1
Glen Park,13,1,Entire home,Entire home/apt,6,3,805.0,1496,6.692083742506628,3
Glen Park,13,1,Entire home,Entire home/apt,4,2,502.0,1496,6.220590170099739,3
Inner Richmond,1,0,Entire guest suite,Entire home/apt,2,1,160.0,3766,5.081404364984463,2
Outer Sunset,1,1,Entire guest suite,Entire home/apt,3,2,181.0,2256,5.204006687076795,2
Ocean View,2,1,Entire home,Entire home/apt,4,2,160.0,529,5.081404364984463,4
Financial District,1,1,Entire condo,Entire home/apt,4,2,177.0,3800,5.181783550292085,0
South of Market,1,1,Entire condo,Entire home/apt,2,1,87.0,2678,4.477336814478207,0
Outer Mission,1,1,Entire home,Entire home/apt,2,1,82.0,3871,4.418840607796598,4
Potrero Hill,1,0,Entire rental unit,Entire home/apt,2,1,280.0,527,5.638354669333745,3
Bernal Heights,1,1,Entire condo,Entire home/apt,2,1,180.0,2729,5.198497031265826,3
Inner Richmond,28,1,Private room in rental unit,Private room,1,1,100.0,3304,4.61512051684126,2
Inner Richmond,28,1,Private room in rental unit,Private room,1,1,100.0,3304,4.61512051684126,2
Inner Richmond,28,1,Private room in rental unit,Private room,1,1,100.0,3304,4.61512051684126,2
Nob Hill,26,1,Room in hotel,Private room,5,1,1006.0,1420,6.914730892718563,0
Castro/Upper Market,2,1,Entire condo,Entire home/apt,6,3,325.0,1173,5.786897381366708,1
Western Addition,1,0,Entire rental unit,Entire home/apt,4,3,250.0,334,5.5254529391317835,1
Nob Hill,26,1,Room in hotel,Private room,9,3,1479.0,1420,7.299797366758161,0
Outer Mission,1,1,Private room in home,Private room,4,2,200.0,2720,5.303304908059076,4
Inner Richmond,5,1,Entire rental unit,Entire home/apt,4,2,146.0,1451,4.990432586778736,2
Mission,2,1,Private room in home,Private room,2,1,135.0,3357,4.912654885736052,3
Inner Sunset,2,1,Entire home,Entire home/apt,4,2,271.0,4409,5.605802066295998,2
Outer Sunset,6,1,Private room in home,Private room,2,1,65.0,3058,4.189654742026425,2
Bayview,1,1,Entire home,Entire home/apt,8,3,290.0,709,5.673323267171493,3
Mission,1,1,Private room in condo,Private room,3,1,195.0,3835,5.278114659230517,3
Pacific Heights,1,1,Private room in rental unit,Private room,2,1,95.0,2608,4.564348191467836,1
Mission,2,1,Entire home,Entire home/apt,4,2,170.0,3691,5.14166355650266,3
Nob Hill,26,1,Room in hotel,Private room,2,1,2138.0,1420,7.668093709082406,0
Western Addition,1,1,Entire condo,Entire home/apt,2,1,273.0,3278,5.6131281063880705,1
Inner Sunset,1,1,Entire guest suite,Entire home/apt,5,3,253.0,4136,5.537334267018537,2
Pacific Heights,1,1,Entire rental unit,Entire home/apt,3,2,349.0,3601,5.857933154483459,1
Castro/Upper Market,1,1,Entire home,Entire home/apt,3,1,220.0,3602,5.3981627015177525,1
Downtown/Civic Center,3,0,Private room in rental unit,Private room,2,1,74.0,516,4.31748811353631,0
Downtown/Civic Center,3,0,Private room in rental unit,Private room,2,1,70.0,516,4.2626798770413155,0
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,4,2,145.0,2898,4.983606621708336,0
Nob Hill,3,0,Private room in rental unit,Private room,2,1,70.0,516,4.2626798770413155,0
Nob Hill,7,1,Entire rental unit,Entire home/apt,2,1,164.0,1653,5.10594547390058,0
Visitacion Valley,1,0,Entire home,Entire home/apt,2,1,88.0,2101,4.48863636973214,3
Inner Richmond,1,1,Entire guest suite,Entire home/apt,2,1,118.0,3869,4.77912349311153,2
South of Market,3,0,Entire condo,Entire home/apt,3,1,131.0,3628,4.882801922586371,0
Castro/Upper Market,1,1,Entire guest suite,Entire home/apt,2,1,361.0,515,5.8916442118257715,1
Haight Ashbury,1,1,Entire rental unit,Entire home/apt,2,1,199.0,5071,5.298317366548036,1
Excelsior,5,1,Private room in home,Private room,1,1,69.0,3293,4.248495242049359,4
Excelsior,5,1,Private room in home,Private room,1,1,351.0,3293,5.863631175598097,4
South of Market,3,1,Room in hotel,Private room,2,1,100.0,3834,4.61512051684126,0
Russian Hill,2,1,Entire rental unit,Entire home/apt,14,4,300.0,573,5.707110264748875,0
Outer Sunset,3,1,Private room in home,Private room,2,1,64.0,512,4.174387269895637,2
Outer Sunset,3,1,Private room in home,Private room,1,1,51.0,512,3.9512437185814275,2
Western Addition,1,0,Entire home,Entire home/apt,6,3,749.0,3574,6.620073206530356,1
Noe Valley,2,1,Entire rental unit,Entire home/apt,4,3,175.0,3057,5.170483995038151,3
Lakeshore,1,1,Entire guest suite,Entire home/apt,2,1,85.0,516,4.454347296253507,2
Nob Hill,7,1,Entire rental unit,Entire home/apt,2,1,122.0,1653,4.812184355372417,0
Nob Hill,1,1,Entire condo,Entire home/apt,5,3,354.0,4685,5.872117789475416,0
Outer Mission,2,1,Entire guest suite,Entire home/apt,3,1,157.0,4386,5.062595033026967,4
Outer Sunset,2,1,Private room in home,Private room,1,1,55.0,1422,4.02535169073515,2
Western Addition,29,1,Room in hotel,Private room,2,1,102.0,388,4.634728988229636,0
Outer Richmond,6,1,Private room in townhouse,Private room,4,2,143.0,2121,4.969813299576001,2
South of Market,15,1,Private room in serviced apartment,Private room,2,1,105.0,2571,4.663439094112067,0
Downtown/Civic Center,14,1,Entire rental unit,Entire home/apt,4,1,5555.0,1367,8.622633703874234,0
Visitacion Valley,7,1,Entire home,Entire home/apt,5,5,196.0,3716,5.2832037287379885,3
Western Addition,4,1,Private room in rental unit,Private room,2,1,103.0,505,4.6443908991413725,1
Downtown/Civic Center,1,1,Entire serviced apartment,Entire home/apt,3,1,130.0,3284,4.875197323201151,0
Inner Sunset,2,1,Private room in bed and breakfast,Private room,4,2,140.0,3341,4.948759890378168,2
Excelsior,1,1,Entire guest suite,Entire home/apt,2,1,150.0,1959,5.017279836814924,3
Mission,2,1,Private room in condo,Private room,1,1,110.0,4151,4.709530201312334,3
Mission,9,1,Private room in home,Private room,16,12,2000.0,503,7.601402334583733,3
North Beach,4,1,Private room in rental unit,Private room,2,1,65.0,3603,4.189654742026425,0
Haight Ashbury,1,1,Entire condo,Entire home/apt,4,2,450.0,2691,6.111467339502679,1
Nob Hill,1,1,Entire condo,Entire home/apt,4,2,479.0,4928,6.173786103901937,0
Mission,7,1,Private room in condo,Private room,2,1,98.0,3008,4.59511985013459,1
Inner Richmond,8,1,Entire rental unit,Entire home/apt,7,4,151.0,2719,5.0238805208462765,1
Mission,7,1,Private room in condo,Private room,4,2,194.0,3008,5.272999558563747,1
Nob Hill,26,1,Room in hotel,Private room,3,1,20000.0,1420,9.90353755128617,0
Nob Hill,26,1,Room in hotel,Private room,4,1,497.0,1420,6.210600077024653,0
Nob Hill,26,1,Room in hotel,Private room,7,2,20000.0,1420,9.90353755128617,0
Nob Hill,26,1,Room in hotel,Private room,5,1,770.0,1420,6.647688373563329,0
Nob Hill,26,1,Room in hotel,Private room,7,2,20000.0,1420,9.90353755128617,0
Nob Hill,26,1,Room in hotel,Private room,5,1,1012.0,1420,6.920671504248683,0
Nob Hill,26,1,Room in hotel,Private room,4,1,2366.0,1420,7.769378609513984,0
Nob Hill,26,1,Room in hotel,Private room,9,3,20000.0,1420,9.90353755128617,0
Nob Hill,26,1,Room in hotel,Private room,6,3,2958.0,1420,7.99260665240021,0
Nob Hill,26,1,Room in hotel,Private room,5,1,592.0,1420,6.385194398997726,0
Russian Hill,2,1,Entire condo,Entire home/apt,3,3,220.0,4180,5.3981627015177525,0
Outer Richmond,1,0,Private room in home,Private room,4,2,125.0,3709,4.836281906951478,2
Inner Sunset,1,1,Entire home,Entire home/apt,4,3,349.0,3740,5.857933154483459,2
Noe Valley,2,1,Entire condo,Entire home/apt,6,3,280.0,3310,5.638354669333745,3
Marina,1,1,Shared room in hostel,Shared room,16,16,55.0,5244,4.02535169073515,1
South of Market,1,1,Entire rental unit,Entire home/apt,2,1,150.0,4565,5.017279836814924,0
Bayview,2,1,Entire guest suite,Entire home/apt,2,1,618.0,2828,6.428105272684596,3
Castro/Upper Market,1,1,Entire condo,Entire home/apt,6,3,365.0,499,5.902633333401366,1
Bernal Heights,1,0,Entire guest suite,Entire home/apt,2,1,140.0,1909,4.948759890378168,3
Pacific Heights,3,0,Entire rental unit,Entire home/apt,2,1,125.0,1025,4.836281906951478,0
Crocker Amazon,2,1,Private room in home,Private room,2,1,83.0,2544,4.430816798843313,4
Inner Richmond,5,1,Entire condo,Entire home/apt,8,4,355.0,1451,5.87493073085203,2
Financial District,2,0,Private room in bed and breakfast,Private room,2,1,250.0,4811,5.5254529391317835,0
Parkside,1,1,Entire home,Entire home/apt,5,3,248.0,1946,5.517452896464707,2
Marina,25,0,Private room in rental unit,Private room,1,1,60.0,2212,4.110873864173311,0
Mission,2,1,Entire condo,Entire home/apt,5,3,625.0,3357,6.439350371100098,3
Outer Richmond,1,1,Entire guest suite,Entire home/apt,6,4,111.0,495,4.718498871295094,2
Downtown/Civic Center,1,0,Entire vacation home,Entire home/apt,4,2,278.0,2201,5.631211781821365,0
Inner Richmond,2,1,Private room in condo,Private room,2,1,465.0,3839,6.144185634125646,2
Outer Richmond,3,1,Entire condo,Entire home/apt,6,3,229.0,2368,5.438079308923196,2
Russian Hill,1,1,Entire condo,Entire home/apt,3,2,275.0,4045,5.62040086571715,0
South of Market,1,1,Entire condo,Entire home/apt,2,2,135.0,494,4.912654885736052,0
Western Addition,10,1,Private room in home,Private room,2,1,185.0,2202,5.225746673713202,1
North Beach,1,1,Entire condo,Entire home/apt,4,2,351.0,2063,5.863631175598097,0
Inner Sunset,1,1,Entire rental unit,Entire home/apt,3,1,85.0,2322,4.454347296253507,2
Pacific Heights,10,1,Private room in home,Private room,2,1,165.0,2202,5.111987788356544,1
North Beach,2,1,Entire rental unit,Entire home/apt,6,3,390.0,204,5.968707559985366,0
Castro/Upper Market,10,1,Private room in home,Private room,2,1,160.0,2202,5.081404364984463,1
North Beach,2,1,Private room in rental unit,Private room,6,2,395.0,204,5.981414211254481,0
Castro/Upper Market,1,1,Entire villa,Entire home/apt,10,5,723.0,4292,6.584791392385716,1
Marina,1,1,Entire condo,Entire home/apt,7,3,506.0,2491,6.2285110035911835,0
Inner Richmond,1,1,Entire rental unit,Entire home/apt,2,1,105.0,732,4.663439094112067,2
Outer Sunset,1,1,Entire rental unit,Entire home/apt,4,2,135.0,3104,4.912654885736052,2
Downtown/Civic Center,8,1,Entire vacation home,Entire home/apt,4,2,350.0,1739,5.860786223465865,0
Western Addition,1,1,Entire rental unit,Entire home/apt,2,1,309.0,1788,5.736572297479192,1
Outer Richmond,1,1,Entire rental unit,Entire home/apt,2,1,156.0,3732,5.056245805348308,2
Western Addition,28,1,Entire condo,Entire home/apt,2,1,170.0,4438,5.14166355650266,0
Downtown/Civic Center,43,1,Entire rental unit,Entire home/apt,2,1,99.0,2898,4.605170185988092,0
Glen Park,2,1,Entire guesthouse,Entire home/apt,2,1,185.0,488,5.225746673713202,3
Inner Sunset,3,1,Entire home,Entire home/apt,8,4,800.0,3590,6.68586094706836,2
Russian Hill,1,1,Entire home,Entire home/apt,6,4,2500.0,4047,7.824445930877619,0
Parkside,1,1,Entire home,Entire home/apt,6,4,432.0,3745,6.07073772800249,2
Nob Hill,1,1,Entire condo,Entire home/apt,4,1,150.0,2841,5.017279836814924,0
Western Addition,14,1,Entire condo,Entire home/apt,2,1,5555.0,1367,8.622633703874234,0
Noe Valley,1,1,Entire home,Entire home/apt,4,2,295.0,3828,5.69035945432406,3
Bayview,2,1,Entire home,Entire home/apt,5,2,125.0,2583,4.836281906951478,3
Bernal Heights,1,1,Entire loft,Entire home/apt,2,1,131.0,499,4.882801922586371,3
West of Twin Peaks,1,0,Private room in home,Private room,2,1,133.0,4279,4.897839799950911,4
South of Market,2,1,Entire condo,Entire home/apt,4,2,180.0,2612,5.198497031265826,0
South of Market,4,1,Private room in rental unit,Private room,2,1,106.0,1439,4.672828834461906,0
Chinatown,7,1,Room in hotel,Private room,2,1,105.0,1472,4.663439094112067,0
Marina,3,0,Entire condo,Entire home/apt,2,1,170.0,4822,5.14166355650266,0
Visitacion Valley,1,1,Entire home,Entire home/apt,5,3,179.0,483,5.19295685089021,3
Excelsior,2,1,Entire home,Entire home/apt,6,3,162.0,2326,5.093750200806762,4
Downtown/Civic Center,8,1,Private room in rental unit,Private room,2,1,92.0,484,4.532599493153256,0
Bayview,2,1,Private room in townhouse,Private room,1,1,58.0,2431,4.07753744390572,3
Castro/Upper Market,10,1,Entire condo,Entire home/apt,4,2,225.0,2283,5.420534999272286,1
Downtown/Civic Center,43,1,Room in hotel,Private room,4,2,125.0,2898,4.836281906951478,0
Inner Richmond,1,1,Entire home,Entire home/apt,12,5,603.0,3503,6.403574197934815,2
Pacific Heights,5,0,Entire rental unit,Entire home/apt,6,3,300.0,2262,5.707110264748875,1
South of Market,15,1,Private room in bed and breakfast,Private room,2,1,131.0,2571,4.882801922586371,0
South of Market,5,0,Entire rental unit,Entire home/apt,2,2,400.0,2262,5.993961427306569,0
Western Addition,2,1,Private room in condo,Private room,2,1,122.0,3593,4.812184355372417,1
Bernal Heights,1,1,Entire rental unit,Entire home/apt,2,1,175.0,2780,5.170483995038151,3
Downtown/Civic Center,14,1,Entire condo,Entire home/apt,4,2,201.0,1367,5.308267697401205,0
Nob Hill,1,1,Private room in casa particular,Private room,2,2,75.0,2702,4.330733340286331,0
Downtown/Civic Center,26,1,Entire home,Entire home/apt,3,1,127.0,2656,4.852030263919617,0
Parkside,1,1,Entire home,Entire home/apt,4,2,291.0,477,5.676753802268282,2
Downtown/Civic Center,8,1,Private room in rental unit,Private room,2,1,93.0,484,4.543294782270004,0
Downtown/Civic Center,14,1,Entire condo,Entire home/apt,4,2,208.0,1367,5.342334251964811,0
Parkside,1,1,Entire rental unit,Entire home/apt,6,2,271.0,220,5.605802066295998,2
Bernal Heights,1,1,Entire home,Entire home/apt,2,1,200.0,3175,5.303304908059076,3
Potrero Hill,1,1,Entire condo,Entire home/apt,4,2,200.0,476,5.303304908059076,3
Downtown/Civic Center,2,1,Entire loft,Entire home/apt,4,3,135.0,1018,4.912654885736052,0
Downtown/Civic Center,8,1,Private room in rental unit,Private room,2,1,90.0,484,4.51085950651685,0
Ocean View,5,1,Entire home,Entire home/apt,4,3,217.0,4410,5.384495062789089,4
Nob Hill,29,1,Room in hotel,Private room,2,1,102.0,388,4.634728988229636,0
Downtown/Civic Center,8,1,Private room in rental unit,Private room,2,1,90.0,484,4.51085950651685,0
Downtown/Civic Center,8,1,Private room in rental unit,Private room,2,1,90.0,484,4.51085950651685,0
Downtown/Civic Center,8,1,Private room in rental unit,Private room,2,1,90.0,484,4.51085950651685,0
Outer Richmond,1,0,Private room in home,Private room,1,1,50.0,2452,3.9318256327243257,2
Russian Hill,8,1,Private room in resort,Private room,6,4,230.0,2791,5.442417710521793,0
Western Addition,1,1,Entire condo,Entire home/apt,6,6,343.0,534,5.840641657373398,1
Mission,1,1,Entire home,Entire home/apt,4,3,124.0,3762,4.8283137373023015,3
Mission,28,1,Entire condo,Entire home/apt,2,2,167.0,4438,5.123963979403259,1
Downtown/Civic Center,14,1,Entire condo,Entire home/apt,4,2,208.0,1367,5.342334251964811,0
Outer Richmond,1,1,Entire home,Entire home/apt,10,3,555.0,4787,6.320768294250582,2
Castro/Upper Market,1,1,Entire rental unit,Entire home/apt,2,1,261.0,2236,5.568344503761097,1
Pacific Heights,5,0,Entire condo,Entire home/apt,8,3,585.0,2262,6.373319789577012,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,2,1,89.0,2764,4.499809670330265,0
Downtown/Civic Center,46,1,Entire serviced apartment,Entire home/apt,2,1,89.0,2764,4.499809670330265,0
Bayview,2,1,Entire condo,Entire home/apt,4,2,168.0,3017,5.1298987149230735,3
Mission,7,1,Private room in condo,Private room,6,4,270.0,3008,5.602118820879701,1
Glen Park,1,0,Private room in rental unit,Private room,1,1,75.0,936,4.330733340286331,3
Western Addition,1,1,Entire rental unit,Entire home/apt,4,2,304.0,3154,5.720311776607412,1
Mission,7,1,Private room in condo,Private room,2,1,96.0,3008,4.574710978503383,1
Pacific Heights,1,1,Entire condo,Entire home/apt,2,1,170.0,467,5.14166355650266,0
Mission,1,1,Entire condo,Entire home/apt,4,2,175.0,2476,5.170483995038151,1
Marina,1,1,Entire condo,Entire home/apt,4,2,400.0,3874,5.993961427306569,0
Downtown/Civic Center,28,1,Entire condo,Entire home/apt,2,1,155.0,4438,5.049856007249537,0
Outer Mission,1,1,Entire home,Entire home/apt,3,1,100.0,4182,4.61512051684126,4
Bernal Heights,3,1,Private room in rental unit,Private room,1,1,40.0,454,3.713572066704308,3
Marina,1,0,Entire condo,Entire home/apt,2,1,150.0,465,5.017279836814924,0
